time,Yaw,Vel,Ideal Vel L,Ideal Vel R,Vel L,Vel R,Cur X,Cur Y,Ideal x,Ideal y,Next Pos x,Next Pos y,L,dX,Theta,Curvature,velDif,Closest idx,left pos,right pos
7.019,60.580000,1.401195,1.082140,1.720250,0.814618,1.601888,1.823981,5.312833,1.937942,5.276360,1.972792,6.574941,1.270850,0.490337,1.453432,0.607206,0.319055,338,13265,12701
7.082,63.880000,1.489937,1.168797,1.811077,0.957155,1.513217,1.857130,5.375815,1.960522,5.360973,1.954888,6.663041,1.290933,0.478931,1.494997,0.574771,0.321140,341,13328,12811
7.123,65.290000,1.520170,1.190581,1.849760,1.046655,1.439462,1.877847,5.421393,1.966656,5.390749,1.947654,6.690791,1.271316,0.467226,1.515859,0.578162,0.329589,342,13376,12883
7.187,67.270000,1.622031,1.255594,1.988468,1.235600,1.652439,1.914310,5.505093,1.981374,5.484857,1.921938,6.769335,1.264265,0.481454,1.564763,0.602433,0.366437,345,13472,13008
7.231,68.620000,1.689395,1.294758,2.084032,1.306869,1.825639,1.937514,5.562273,1.988323,5.551396,1.901300,6.817908,1.256157,0.491466,1.599630,0.622925,0.394637,347,13534,13094
7.276,70.190000,1.754040,1.331050,2.177031,1.354105,1.920940,1.959889,5.621940,1.993293,5.620738,1.877891,6.863746,1.244510,0.497997,1.636732,0.643072,0.422991,349,13599,13184
7.32,72.470000,1.812224,1.358905,2.265543,1.362392,2.027843,1.985579,5.700667,1.996616,5.692601,1.851293,6.907055,1.213839,0.491420,1.681652,0.667053,0.453319,351,13680,13302
7.38,75.520000,1.890002,1.392558,2.387447,1.410457,1.998838,2.013755,5.800112,1.999190,5.804459,1.805379,6.967797,1.186132,0.493728,1.747390,0.701861,0.497445,354,13781,13452
7.42,77.570000,1.934716,1.402819,2.466614,1.395541,2.101598,2.030329,5.868894,1.999827,5.881408,1.770458,7.005697,1.166127,0.498473,1.795533,0.733128,0.531898,356,13849,13554
7.479,80.690000,1.974997,1.395282,2.554711,1.463494,2.138061,2.049389,5.973311,1.999992,5.960016,1.731918,7.041632,1.114495,0.486119,1.859654,0.782738,0.579714,358,13953,13707
7.518,82.710000,1.988567,1.368648,2.608486,1.495814,2.133089,2.060163,6.045409,1.999993,6.039646,1.689680,7.075636,1.094817,0.498215,1.916009,0.831311,0.619919,360,14024,13810
7.583,85.660000,1.928872,1.267636,2.590108,1.466809,2.144691,2.070107,6.153141,1.999584,6.156687,1.619432,7.122998,1.069453,0.522776,2.005792,0.914159,0.661236,363,14132,13965
7.628,88.310000,1.883549,1.188888,2.578209,1.441948,2.157950,2.074251,6.242641,1.998601,6.232487,1.568177,7.152112,1.040793,0.532676,2.078577,0.983478,0.694660,365,14219,14094
7.6690000000000005,90.500000,1.829060,1.111069,2.547050,1.405485,2.172038,2.075079,6.317224,1.996645,6.306180,1.513617,7.179244,1.028746,0.553918,2.148108,1.046790,0.717990,367,14290,14202
7.728,94.010000,1.738183,1.007897,2.468469,1.251346,2.156292,2.070107,6.420813,1.991183,6.412186,1.426166,7.216256,1.023421,0.586739,2.251326,1.120383,0.730286,370,14386,14356
7.771,96.580000,1.672661,0.946213,2.399109,1.228142,2.170380,2.063477,6.488766,1.985393,6.479503,1.364554,7.238534,1.025010,0.608403,2.321112,1.158152,0.726448,372,14447,14460
7.835,100.900000,1.570572,0.870718,2.270427,1.109637,2.157950,2.047732,6.587382,1.972792,6.574941,1.268067,7.268505,1.035280,0.636802,2.423551,1.188279,0.699854,375,14532,14617
7.876,104.900000,1.497585,0.826952,2.168218,0.985331,2.164580,2.029501,6.664452,1.961473,6.634491,1.201343,7.286322,1.035648,0.640408,2.497510,1.194160,0.670633,377,14595,14745
7.916,108.370000,1.404691,0.793609,2.015772,0.883400,2.162093,2.011269,6.724948,1.939760,6.717749,1.098384,7.310065,1.084307,0.681964,2.571602,1.160078,0.611081,380,14640,14852
7.98,114.190000,1.352414,0.785582,1.919247,0.770696,2.154635,1.978949,6.806161,1.921938,6.769335,1.028101,7.324059,1.082743,0.655140,2.642851,1.117670,0.566832,382,14699,15005
8.026,118.380000,1.309624,0.788219,1.831029,0.696942,2.158779,1.953260,6.857541,1.901300,6.817908,0.956762,7.336669,1.105700,0.648995,2.693413,1.061689,0.521405,384,14734,15109
8.069,123.770000,1.273740,0.809767,1.737714,0.632303,2.162093,1.915968,6.918036,1.864962,6.885690,0.848098,7.353187,1.153127,0.645811,2.754642,0.971362,0.463973,387,14774,15240
8.128,130.690000,1.268861,0.863076,1.674646,0.564349,2.136404,1.865417,6.983504,1.821525,6.948086,0.737851,7.367109,1.191032,0.604877,2.813669,0.852806,0.405785,390,14817,15396
8.169,135.580000,1.283026,0.916307,1.649745,0.606613,2.123144,1.827296,7.023282,1.788363,6.986997,0.663651,7.375066,1.215657,0.563196,2.848016,0.762197,0.366719,392,14845,15502
8.228,142.170000,1.326399,1.009552,1.643245,0.711030,1.932542,1.765972,7.075490,1.731918,7.041632,0.551504,7.385116,1.253316,0.500305,2.891963,0.637007,0.316847,395,14893,15648
8.273,146.810000,1.366555,1.081071,1.652040,0.858539,1.944144,1.708791,7.115268,1.689680,7.075636,0.476293,7.390638,1.262885,0.444244,2.921778,0.557088,0.285484,397,14940,15768
8.312,149.940000,1.412512,1.146942,1.678081,0.950526,1.857958,1.661555,7.144273,1.643753,7.107700,0.400791,7.395297,1.285512,0.414264,2.945058,0.501366,0.265569,399,14984,15859
8.363,153.230000,1.486508,1.239967,1.733048,1.127869,1.775088,1.598573,7.177421,1.568177,7.152112,0.287131,7.400686,1.330312,0.391351,2.972965,0.442272,0.246540,402,15045,15970
8.415000000000001,155.680000,1.535904,1.298072,1.773736,1.309355,1.755199,1.529791,7.209740,1.513617,7.179244,0.211153,7.403238,1.332759,0.366731,2.995892,0.412929,0.237832,404,15120,16078
8.466,157.340000,1.583343,1.344344,1.822343,1.407971,1.769287,1.458522,7.240403,1.456016,7.204405,0.135060,7.405016,1.333660,0.357973,3.017848,0.402523,0.238999,406,15202,16183
8.517,158.800000,1.648466,1.406594,1.890337,1.448578,1.854644,1.383110,7.271065,1.364554,7.238534,0.020807,7.406209,1.368989,0.366644,3.042713,0.391268,0.241872,409,15289,16293
8.557,160.000000,1.683954,1.441727,1.926181,1.475925,1.838898,1.320957,7.294268,1.300739,7.258965,-0.055380,7.406035,1.380867,0.365708,3.060564,0.383584,0.242227,411,15359,16383
8.608,161.650000,1.718719,1.477202,1.960236,1.495814,1.960718,1.238086,7.322444,1.234924,7.277620,-0.131536,7.405086,1.372114,0.352746,3.081327,0.374725,0.241517,413,15451,16501
8.66,163.660000,1.761065,1.524335,1.997795,1.573712,1.984750,1.135327,7.353935,1.133060,7.302540,-0.245621,7.402179,1.381790,0.342216,3.106672,0.358465,0.236730,416,15565,16648
8.711,165.390000,1.796859,1.568139,2.025578,1.591115,2.001325,1.047484,7.377968,1.028101,7.324059,-0.359395,7.397478,1.407015,0.335990,3.127726,0.339436,0.228720,419,15660,16773
8.762,167.200000,1.815733,1.594900,2.036567,1.606032,2.027843,0.957984,7.399514,0.956762,7.336669,-0.435002,7.393305,1.393000,0.314668,-3.137136,0.324325,0.220833,421,15756,16898
8.813,168.920000,1.839465,1.629594,2.049335,1.688902,2.097454,0.865998,7.418574,0.848098,7.353187,-0.547891,7.385400,1.414278,0.304276,-3.118134,0.304249,0.209870,424,15856,17025
8.864,170.480000,1.852053,1.647613,2.056493,1.712935,2.079223,0.772354,7.435977,0.774754,7.362761,-0.622734,7.378997,1.396251,0.286932,-3.100772,0.294362,0.204440,426,15959,17152
8.915000000000001,172.110000,1.867956,1.674989,2.060923,1.689731,2.096626,0.677881,7.450065,0.663651,7.375066,-0.734171,7.367545,1.414461,0.275573,-3.083219,0.275477,0.192967,429,16062,17279
8.976,173.940000,1.880431,1.698524,2.062339,1.716250,2.092482,0.565177,7.463324,0.551504,7.385116,-0.844348,7.353707,1.413782,0.257809,-3.063980,0.257966,0.181908,432,16185,17431
9.02,175.060000,1.886988,1.710489,2.063486,1.715421,2.072593,0.488108,7.470783,0.476293,7.390638,-0.916922,7.343068,1.410822,0.248231,-3.050944,0.249425,0.176499,434,16270,17533
9.087,176.920000,1.894593,1.726534,2.062652,1.740282,2.094968,0.356343,7.479070,0.362952,7.397302,-1.024159,7.324804,1.389095,0.228218,-3.030308,0.236546,0.168059,437,16415,17706
9.131,178.000000,1.898295,1.735528,2.061062,1.741111,2.077565,0.280103,7.482385,0.287131,7.400686,-1.094326,7.310919,1.385083,0.219328,-3.017480,0.228650,0.162767,439,16499,17807
9.173,179.030000,1.901240,1.742857,2.059622,1.751055,2.046903,0.203862,7.484042,0.211153,7.403238,-1.163199,7.295635,1.379983,0.211523,-3.004637,0.222147,0.158383,441,16583,17907
9.232,180.660000,1.903941,1.751989,2.055893,1.787518,2.096626,0.088672,7.484871,0.096986,7.405608,-1.263652,7.269750,1.369327,0.199529,-2.983840,0.212825,0.151952,444,16711,18057
9.272,181.580000,1.904676,1.753906,2.055446,1.780889,1.987237,0.010773,7.482385,0.020807,7.406209,-1.328301,7.250444,1.359013,0.194931,-2.970084,0.211088,0.150770,446,16797,18158
9.33,182.970000,1.904328,1.752732,2.055925,1.773430,2.036130,-0.103588,7.478241,-0.093464,7.405658,-1.421116,7.218200,1.342945,0.191427,-2.946727,0.212283,0.151597,449,16926,18307
9.373,183.780000,1.903125,1.747655,2.058595,1.786690,2.046903,-0.179829,7.473269,-0.169591,7.404319,-1.479803,7.194419,1.329544,0.192541,-2.930291,0.217846,0.155470,451,17012,18405
9.419,184.790000,1.899528,1.735379,2.063677,1.749398,2.043589,-0.275130,7.465811,-0.283586,7.400816,-1.562159,7.155287,1.323959,0.201967,-2.904846,0.230442,0.164149,454,17119,18529
9.481,186.180000,1.894173,1.718990,2.069355,1.759342,2.071765,-0.388663,7.455037,-0.397227,7.395498,-1.637149,7.111912,1.294779,0.206729,-2.873382,0.246626,0.175182,457,17246,18678
9.521,187.060000,1.889178,1.703060,2.075295,1.765972,2.031987,-0.464075,7.445922,-0.472707,7.390878,-1.682768,7.080756,1.272226,0.212609,-2.850469,0.262714,0.186117,459,17331,18777
9.582,188.390000,1.879742,1.671067,2.088418,1.742768,2.074251,-0.577608,7.430176,-0.585359,7.382316,-1.744606,7.030379,1.233581,0.225241,-2.811538,0.296034,0.208676,462,17458,18925
9.622,189.400000,1.871783,1.645534,2.098033,1.747741,2.068450,-0.653020,7.418574,-0.659998,7.375414,-1.781524,6.994306,1.205622,0.234258,-2.781984,0.322330,0.226250,464,17542,19026
9.683,191.120000,1.856899,1.600417,2.113380,1.692217,2.108228,-0.766553,7.397857,-0.771053,7.363196,-1.830715,6.936131,1.160013,0.247818,-2.732219,0.368329,0.256481,467,17667,19179
9.728,192.650000,1.844474,1.561237,2.127711,1.629236,2.108228,-0.860197,7.377139,-0.844348,7.353707,-1.859579,6.894341,1.109892,0.252219,-2.691559,0.409493,0.283237,469,17769,19309
9.77,193.890000,1.830021,1.517972,2.142069,1.605203,2.099941,-0.930637,7.360565,-0.916922,7.343068,-1.885436,6.849858,1.082804,0.266566,-2.650429,0.454710,0.312048,471,17845,19408
9.829,196.350000,1.804026,1.449984,2.158068,1.553823,2.120658,-1.037540,7.331560,-1.024159,7.324804,-1.918760,6.777591,1.040880,0.283499,-2.580381,0.523336,0.354042,474,17959,19561
9.870000000000001,198.130000,1.782424,1.397724,2.167124,1.510731,2.048561,-1.107151,7.309185,-1.094326,7.310919,-1.937309,6.725532,1.014797,0.296353,-2.528814,0.575546,0.384700,476,18033,19663
9.935,200.960000,1.744580,1.307196,2.181964,1.448578,2.139718,-1.209910,7.272722,-1.197104,7.287399,-1.959987,6.641261,0.980488,0.321363,-2.441842,0.668560,0.437384,479,18140,19819
9.977,203.620000,1.696001,1.215835,2.176168,1.379795,2.144691,-1.291124,7.238745,-1.296231,7.260309,-1.976726,6.549586,0.972106,0.356724,-2.353607,0.754978,0.480167,482,18225,19947
10.016,206.010000,1.658484,1.152636,2.164333,1.315156,2.150492,-1.354934,7.208912,-1.359830,7.240143,-1.984863,6.484546,0.959956,0.374758,-2.286576,0.813351,0.505849,484,18290,20051
10.078,209.770000,1.594753,1.062869,2.126636,1.228142,2.133089,-1.444434,7.160847,-1.450802,7.206543,-1.993161,6.381742,0.952945,0.403829,-2.184405,0.889389,0.531884,487,18382,20206
10.117,212.510000,1.519585,0.988748,2.050422,1.163503,2.062649,-1.502444,7.125212,-1.535490,7.168793,-1.997661,6.273279,0.985409,0.452280,-2.097342,0.931547,0.530837,490,18441,20311
10.175,216.970000,1.445030,0.930481,1.959579,1.063230,2.046075,-1.581999,7.069689,-1.613038,7.126855,-1.999566,6.160048,1.000904,0.475635,-2.001147,0.949552,0.514549,493,18521,20464
10.234,220.900000,1.370202,0.891297,1.849106,0.994447,2.117343,-1.642495,7.019967,-1.682768,7.080756,-1.999989,6.042857,1.040454,0.504486,-1.921538,0.932037,0.478904,496,18583,20592
10.274000000000001,225.310000,1.312040,0.878351,1.745728,0.908262,2.109885,-1.698847,6.966930,-1.744606,7.030379,-1.999952,5.923717,1.085798,0.519598,-1.851792,0.881454,0.433689,499,18640,20722
10.333,229.810000,1.269531,0.889757,1.649306,0.832021,2.014584,-1.747741,6.912235,-1.815120,6.956096,-1.998646,5.770226,1.169247,0.545297,-1.787066,0.797721,0.379775,503,18692,20846
10.375,233.330000,1.267968,0.914826,1.621111,0.771525,1.924255,-1.781717,6.869142,-1.845530,6.915557,-1.996746,5.696391,1.192301,0.527901,-1.752136,0.742695,0.353143,505,18730,20942
10.419,237.760000,1.292786,0.970844,1.614729,0.713516,1.920940,-1.819009,6.813619,-1.885436,6.849858,-1.991355,5.590072,1.235626,0.506949,-1.710733,0.664079,0.321942,508,18775,21059
10.481,243.230000,1.346562,1.057765,1.635358,0.788099,1.869560,-1.857958,6.744008,-1.918760,6.777591,-1.981960,5.489895,1.260228,0.454153,-1.669352,0.571919,0.288796,511,18827,21198
10.521,246.670000,1.395330,1.125395,1.665266,0.843623,1.814866,-1.880333,6.695114,-1.937309,6.725532,-1.973107,5.427008,1.271496,0.417015,-1.643825,0.515884,0.269936,513,18867,21287
10.585,251.470000,1.519737,1.263303,1.776170,1.060743,1.728680,-1.912653,6.607271,-1.966204,6.611513,-1.948060,5.310758,1.296996,0.378462,-1.598099,0.449961,0.256433,517,18945,21436
10.631,253.500000,1.587674,1.327670,1.847677,1.171790,1.727852,-1.930056,6.552577,-1.976726,6.549586,-1.931729,5.257531,1.295047,0.366208,-1.572088,0.436704,0.260004,519,19000,21519
10.668000000000001,255.060000,1.655844,1.383463,1.928225,1.275378,1.767629,-1.945801,6.495396,-1.984863,6.484546,-1.912619,5.207330,1.288493,0.364133,-1.545041,0.438658,0.272381,521,19059,21603
10.708,256.570000,1.689327,1.408639,1.970016,1.358249,1.839727,-1.960718,6.434901,-1.988113,6.450918,-1.902002,5.183303,1.252974,0.347803,-1.523918,0.443077,0.280688,522,19123,21690
10.759,258.520000,1.779825,1.472249,2.087401,1.458522,1.923426,-1.978121,6.354516,-1.995023,6.346195,-1.865706,5.115167,1.244437,0.356829,-1.480339,0.460833,0.307576,525,19207,21804
10.809000000000001,260.760000,1.863734,1.515605,2.211862,1.595259,2.041102,-1.997181,6.250099,-1.998539,6.236015,-1.822312,5.052321,1.210476,0.364928,-1.425826,0.498109,0.348128,528,19318,21949
10.861,262.640000,1.910880,1.526677,2.295083,1.630893,2.079223,-2.009612,6.159770,-1.999566,6.160048,-1.789131,5.013024,1.167749,0.365565,-1.380848,0.536162,0.384203,530,19415,22073
10.912,264.380000,1.953570,1.519543,2.387597,1.659898,2.112371,-2.020385,6.066126,-1.999943,6.082322,-1.752350,4.975653,1.122932,0.373537,-1.329778,0.592457,0.434027,532,19515,22200
10.963000000000001,266.120000,1.991871,1.489813,2.493930,1.662384,2.112371,-2.027843,5.971654,-1.999995,5.963182,-1.690191,4.923074,1.101602,0.407832,-1.259272,0.672143,0.502059,535,19616,22328
11.015,268.000000,1.951716,1.402929,2.500503,1.606032,2.139718,-2.031987,5.878010,-1.999834,5.884683,-1.644071,4.890324,1.061133,0.422149,-1.196554,0.749818,0.548787,537,19714,22457
11.067,270.020000,1.883550,1.285983,2.481116,1.560453,2.138061,-2.033644,5.784367,-1.998646,5.770226,-1.568110,4.844666,1.048694,0.465206,-1.110830,0.846015,0.597567,540,19810,22586
11.109,271.810000,1.833801,1.203645,2.463957,1.488356,2.160436,-2.031987,5.711440,-1.996746,5.696391,-1.513229,4.816537,1.034389,0.490233,-1.045452,0.916356,0.630156,542,19883,22690
11.16,274.940000,1.743518,1.082687,2.404349,1.398855,2.154635,-2.025357,5.603709,-1.991355,5.590072,-1.425199,4.777734,1.020992,0.526802,-0.942437,1.010724,0.660831,545,19988,22846
11.212,277.820000,1.678312,1.000344,2.356280,1.347476,2.085853,-2.015413,5.516695,-1.985617,5.522527,-1.363132,4.754034,1.003554,0.542446,-0.863251,1.077222,0.677968,547,20070,22975
11.263,281.090000,1.570839,0.910155,2.231523,1.269577,2.164580,-2.000496,5.430509,-1.973107,5.427008,-1.265736,4.721500,1.021061,0.584661,-0.767564,1.121581,0.660684,550,20149,23106
11.314,284.550000,1.503592,0.852564,2.154619,1.175934,2.168723,-1.981436,5.348467,-1.961865,5.367256,-1.198401,4.701728,1.015586,0.595445,-0.690359,1.154617,0.651027,552,20223,23236
11.369,288.120000,1.405858,0.796575,2.015141,1.102179,2.160436,-1.957403,5.269740,-1.940249,5.283753,-1.094304,4.674532,1.048433,0.635181,-0.603724,1.155702,0.609283,555,20291,23367
11.435,292.860000,1.313702,0.764855,1.862549,1.002734,2.167894,-1.923426,5.179411,-1.902002,5.183303,-0.950938,4.642374,1.110919,0.687477,-0.504554,1.114097,0.548847,559,20367,23523
11.477,297.210000,1.278087,0.769884,1.786291,0.924836,2.170380,-1.889449,5.108971,-1.865706,5.115167,-0.840675,4.620800,1.156823,0.709495,-0.435643,1.060342,0.508204,562,20426,23654
11.518,300.910000,1.272591,0.788975,1.756208,0.874285,2.168723,-1.859616,5.055934,-1.837603,5.072728,-0.766124,4.607433,1.181896,0.707798,-0.389230,1.013400,0.483617,564,20469,23758
11.574,306.890000,1.291077,0.843594,1.738560,0.769039,2.036130,-1.809065,4.981351,-1.789131,5.013024,-0.652996,4.588670,1.220939,0.688893,-0.327442,0.924258,0.447483,567,20529,23914
11.614,310.890000,1.319120,0.895613,1.742626,0.724289,2.021213,-1.773430,4.937429,-1.752350,4.975653,-0.576811,4.576893,1.249753,0.668595,-0.292645,0.856139,0.423506,569,20565,24015
11.665000000000001,315.840000,1.378991,0.987988,1.769993,0.733405,2.000496,-1.726194,4.888536,-1.690191,4.923074,-0.461560,4.560101,1.306587,0.645408,-0.254094,0.756114,0.391003,572,20607,24138
11.716000000000001,320.550000,1.426769,1.064207,1.789331,0.822905,1.940000,-1.673986,4.842957,-1.644071,4.890324,-0.384142,4.549395,1.322828,0.592890,-0.223783,0.677637,0.362562,574,20656,24257
11.767,324.580000,1.477659,1.138911,1.816407,0.973729,1.910167,-1.618462,4.800693,-1.594306,4.859422,-0.306308,4.538986,1.337998,0.547208,-0.196865,0.611323,0.338748,576,20708,24372
11.807,327.380000,1.529273,1.206649,1.851898,1.127869,1.890278,-1.568740,4.767544,-1.541074,4.830372,-0.228079,4.528795,1.361754,0.521613,-0.176236,0.562576,0.322625,578,20760,24464
11.858,330.180000,1.579701,1.269635,1.889766,1.233943,1.881991,-1.503272,4.728595,-1.484612,4.803157,-0.149493,4.518769,1.369944,0.491160,-0.153769,0.523416,0.310065,580,20832,24577
11.909,333.090000,1.650231,1.354699,1.945764,1.307698,1.933371,-1.418744,4.683845,-1.394479,4.765674,-0.030965,4.503871,1.399401,0.467610,-0.128965,0.477561,0.295533,583,20924,24716
11.96,335.490000,1.712473,1.434566,1.990379,1.393883,1.993866,-1.344161,4.648211,-1.298707,4.731970,0.087874,4.488999,1.440858,0.449218,-0.110724,0.432757,0.277907,586,21005,24834
12.011000000000001,337.740000,1.746060,1.481699,2.010420,1.500786,2.027843,-1.263776,4.614234,-1.232295,4.711441,0.166694,4.479051,1.436843,0.416768,-0.094223,0.403744,0.264360,588,21093,24956
12.062,339.850000,1.778924,1.527550,2.030299,1.581999,2.088339,-1.179248,4.581914,-1.164081,4.692351,0.245171,4.469000,1.428888,0.384680,-0.079105,0.376819,0.251375,590,21186,25081
12.113,341.770000,1.819218,1.586632,2.051804,1.623435,2.099941,-1.092234,4.551252,-1.058912,4.666095,0.362175,4.453578,1.457686,0.362214,-0.067057,0.340932,0.232586,593,21283,25208
12.164,343.530000,1.842747,1.623446,2.062048,1.670671,2.094968,-1.003563,4.523905,-0.987203,4.650013,0.439678,4.442961,1.445509,0.331555,-0.056026,0.317354,0.219301,595,21381,25334
12.215,345.220000,1.872779,1.674220,2.071338,1.743597,2.133089,-0.910748,4.498215,-0.877653,4.627766,0.555069,4.426365,1.467576,0.304469,-0.048978,0.282730,0.198559,598,21485,25462
12.266,346.670000,1.889628,1.703812,2.075444,1.780889,2.116515,-0.815447,4.475011,-0.803497,4.614013,0.631344,4.414739,1.448045,0.274923,-0.041635,0.262226,0.185816,600,21592,25591
12.329,348.280000,1.911140,1.746309,2.075972,1.768458,2.023700,-0.702743,4.450150,-0.690867,4.594757,0.744645,4.396265,1.448390,0.241244,-0.037212,0.229994,0.164832,603,21720,25742
12.372,349.290000,1.924209,1.774322,2.074096,1.775917,2.093311,-0.627330,4.435233,-0.614977,4.582708,0.819321,4.383124,1.447590,0.217642,-0.036005,0.207721,0.149887,605,21805,25843
12.421,350.500000,1.941214,1.815083,2.067345,1.768458,2.106570,-0.531200,4.418659,-0.500093,4.565591,0.929792,4.361946,1.462092,0.185198,-0.038799,0.173267,0.126131,608,21913,25970
12.472,351.810000,1.951332,1.846434,2.056230,1.843042,2.112371,-0.435071,4.403743,-0.422907,4.554711,1.002233,4.346713,1.438435,0.148305,-0.039657,0.143353,0.104898,610,22020,26097
12.537,352.920000,1.970194,1.895130,2.045259,1.985579,2.063477,-0.295848,4.385511,-0.267238,4.533865,1.143532,4.313063,1.441202,0.105515,-0.050291,0.101600,0.075064,614,22184,26273
12.582,353.190000,1.978371,1.913991,2.042750,1.948287,2.056848,-0.215464,4.375567,-0.188832,4.523765,1.211982,4.294427,1.429750,0.088695,-0.056781,0.086778,0.064380,616,22280,26372
12.621,353.480000,1.987106,1.935762,2.038450,1.899394,2.046903,-0.136736,4.366451,-0.110064,4.513791,1.278652,4.274447,1.418376,0.069309,-0.064911,0.068903,0.051344,618,22373,26471
12.68,354.250000,1.999219,1.977814,2.020623,1.950773,2.017070,-0.019060,4.354020,0.008711,4.498911,1.374765,4.241724,1.398342,0.027913,-0.080393,0.028551,0.021405,621,22510,26618
12.72,354.570000,1.992586,1.990885,1.994288,1.959061,2.004639,0.059667,4.346562,0.087874,4.488999,1.435845,4.217932,1.382176,0.002175,-0.093198,0.002277,0.001701,623,22605,26716
12.778,354.700000,1.979975,2.005422,1.954529,2.062649,2.009612,0.180658,4.334960,0.205975,4.474043,1.522143,4.179126,1.350506,-0.031254,-0.115647,-0.034272,-0.025447,626,22753,26862
12.822000000000001,354.570000,1.971438,2.014553,1.928323,2.090825,1.998838,0.261871,4.327502,0.284270,4.463910,1.575747,4.151134,1.325660,-0.051245,-0.133437,-0.058320,-0.043115,628,22853,26958
12.886000000000001,354.190000,1.953182,2.035989,1.870376,2.056848,1.959889,0.403580,4.313414,0.439678,4.442961,1.672599,4.089948,1.288544,-0.093856,-0.174307,-0.113055,-0.082807,632,23029,27127
12.925,354.010000,1.943198,2.052613,1.833784,2.004639,1.906852,0.483964,4.305127,0.516728,4.432006,1.715680,4.056703,1.256519,-0.118532,-0.199019,-0.150151,-0.109415,634,23129,27222
12.984,353.730000,1.931913,2.074556,1.789269,2.046075,1.860445,0.579265,4.295182,0.593278,4.420621,1.755222,4.021607,1.207360,-0.143508,-0.228575,-0.196894,-0.142643,636,23248,27333
13.029,353.260000,1.913612,2.104609,1.722614,2.072593,1.816523,0.676224,4.284409,0.707038,4.402586,1.808058,3.965337,1.175948,-0.184030,-0.274776,-0.266160,-0.190997,639,23373,27444
13.074,352.370000,1.899441,2.120737,1.678146,2.096626,1.761000,0.753294,4.274465,0.782078,4.389793,1.839180,3.925057,1.140717,-0.202135,-0.311309,-0.310682,-0.221296,641,23474,27531
13.133000000000001,350.940000,1.875181,2.151873,1.598488,2.119001,1.702990,0.867655,4.257062,0.893201,4.369220,1.880083,3.860005,1.087504,-0.232678,-0.373749,-0.393480,-0.276692,644,23627,27656
13.172,349.780000,1.855751,2.174169,1.537333,2.116515,1.615148,0.942238,4.244631,0.966144,4.354463,1.903633,3.813159,1.053777,-0.254047,-0.421854,-0.457559,-0.318418,646,23729,27737
13.23,347.730000,1.822455,2.209962,1.434949,2.123144,1.584485,1.052456,4.222256,1.073531,4.330469,1.933552,3.737101,1.005836,-0.286824,-0.503325,-0.567010,-0.387507,649,23883,27854
13.27,346.160000,1.796365,2.233877,1.358853,2.153806,1.538907,1.124554,4.204853,1.143532,4.313063,1.949972,3.682315,0.976915,-0.309918,-0.564373,-0.649477,-0.437512,651,23987,27930
13.334,343.420000,1.748947,2.262121,1.235772,2.133917,1.448578,1.229799,4.175849,1.245555,4.284612,1.969469,3.594192,0.940976,-0.346405,-0.666377,-0.782452,-0.513175,654,24142,28039
13.378,340.930000,1.692722,2.270006,1.115439,2.133917,1.372337,1.314327,4.148501,1.343292,4.253016,1.983297,3.498915,0.932461,-0.395369,-0.770699,-0.909436,-0.577283,657,24271,28124
13.417,338.720000,1.650231,2.266469,1.033994,2.149663,1.315156,1.379795,4.124469,1.405628,4.230033,1.989729,3.431655,0.923044,-0.424216,-0.848932,-0.995800,-0.616238,659,24375,28189
13.476,335.080000,1.550520,2.192398,0.908643,2.079223,1.224827,1.473439,4.083862,1.522143,4.179126,1.997207,3.289275,0.951684,-0.499918,-0.988002,-1.103934,-0.641877,663,24529,28281
13.534,331.090000,1.445632,2.068483,0.822781,2.105741,0.995276,1.561282,4.039112,1.625948,4.121362,1.999714,3.138202,1.001929,-0.576685,-1.117882,-1.148934,-0.622851,667,24684,28363
13.576,327.900000,1.394408,1.990892,0.797924,2.144691,0.874285,1.613490,4.007621,1.672599,4.089948,1.999978,3.059991,1.023414,-0.597379,-1.183544,-1.140716,-0.596484,669,24788,28407
13.616,324.150000,1.330807,1.872029,0.789586,2.150492,0.759923,1.663213,3.973644,1.735890,4.039391,1.999975,2.940813,1.086347,-0.639935,-1.255608,-1.084497,-0.541221,672,24892,28447
13.656,319.970000,1.298123,1.795902,0.800345,2.152149,0.647219,1.707134,3.938839,1.773647,4.003325,1.999716,2.862836,1.115072,-0.635718,-1.305300,-1.022559,-0.497778,674,24995,28480
13.708,314.350000,1.273701,1.712375,0.835027,2.146348,0.566006,1.756856,3.891602,1.824044,3.945510,1.998178,2.749295,1.167520,-0.625953,-1.362600,-0.918425,-0.438674,677,25125,28516
13.759,307.480000,1.289946,1.670046,0.909846,2.065964,0.717659,1.810722,3.827792,1.880083,3.860005,1.992182,2.605954,1.235239,-0.599470,-1.423361,-0.785769,-0.380100,681,25278,28564
13.811,302.440000,1.339369,1.690617,0.988121,1.903537,0.826220,1.849671,3.770611,1.914320,3.788602,1.983303,2.505611,1.272039,-0.565787,-1.465549,-0.699331,-0.351248,684,25400,28610
13.861,298.190000,1.387574,1.723049,1.052099,1.913482,0.954669,1.885306,3.708458,1.933552,3.737101,1.974759,2.442558,1.269057,-0.519165,-1.500250,-0.644723,-0.335475,686,25518,28665
